10001111111111111111111111111111 111
11111111110000111111110001111111 111
1111111111 111
11111111111111111111111111111111 111
00111111111111111111111111111111 111
10011111111111111111111111111111 111
11111111111111111111111111111111 111
00011111111100111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
1111111111111111111111 111
11111111 111
1111111111111111111111111 111
1111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
10000000000000000000000000000000 111
10000000001000000000000000000000 111
11111111111111111111111111111111 111
111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
1111111111111111111111100001111 111
11110011111111111111111111111111 111
11111111111111111111111111111111 111
1111111111111111111111111111111 111
111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
10000000000000000000000000000000 111
1111000111111111111111111111111 111
111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
1 111
11111111111111111111111111111111 111
1111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111000011111111000111111 111
1 111
11 111
111111 111
000000000110000000000000000000 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111100001111111100011111111111 111
11111111111111111111111111111111 111
1 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
10000000000100000000000000000000 111
1 111
11011101111111101111111111111111 111
1 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111001000000010000 111
111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
1111111 111
11111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
00111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
1111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
01111011111100000110011100100111 111
11111111111111111111111111111111 111
1111111111111111 111
11111111111111111111111111111111 111
00011111111 111
1111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
1 111
1 111
11111111111111111111111111111100 111
1111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
10001111111111111111111111111111 111
11111110001111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111 111
11 111
11111111111111111111111111111111 111
11000111111111001111111111111111 111
111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
1 111
1 111
11111000111111111111111111111111 111
11100001111111100011111111111111 111
11111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
1111111 111
11111111111111111111111111111111 111
11111111111111111111111111111111 111
